seller_id,Year_Month,Monthly_Revenue,Monthly_Orders
0df3984f9dfb3d49ac6366acbd3bbb85,2017-11,631.5,4
0df3984f9dfb3d49ac6366acbd3bbb85,2017-12,185.8,2
0df3984f9dfb3d49ac6366acbd3bbb85,2018-01,719.34,7
0df3984f9dfb3d49ac6366acbd3bbb85,2018-02,1153.8,12
0df3984f9dfb3d49ac6366acbd3bbb85,2018-03,2320.89,21
0df3984f9dfb3d49ac6366acbd3bbb85,2018-04,308.59,3
0df3984f9dfb3d49ac6366acbd3bbb85,2018-05,388.48,5
0df3984f9dfb3d49ac6366acbd3bbb85,2018-06,83.89,1
0dfbed20065e425d2eaefb101f9816c0,2018-05,50.36,2
0dfbed20065e425d2eaefb101f9816c0,2018-06,33.99,1
0e44d110fa6a54e121cb2c095a77762f,2017-08,46.07,2
0e44d110fa6a54e121cb2c095a77762f,2017-09,2.29,1
0e44d110fa6a54e121cb2c095a77762f,2017-10,4.2,1
0e44d110fa6a54e121cb2c095a77762f,2017-12,136.68,1
0e44d110fa6a54e121cb2c095a77762f,2018-06,34.08,1
0e72c1a751b496722a6cb1f10653b62a,2018-05,45.9,1
0e72c1a751b496722a6cb1f10653b62a,2018-06,25.0,1
0e72c1a751b496722a6cb1f10653b62a,2018-07,69.9,1
0e982cff76cc0579f632cea8a0e38c9d,2017-09,320.0,1
0e982cff76cc0579f632cea8a0e38c9d,2017-11,335.44,1
0e982cff76cc0579f632cea8a0e38c9d,2018-01,58.0,2
0e982cff76cc0579f632cea8a0e38c9d,2018-03,338.52,1
0e982cff76cc0579f632cea8a0e38c9d,2018-04,255.38,2
0ea22c1cfbdc755f86b9b54b39c16043,2016-10,154.6,3
0ea22c1cfbdc755f86b9b54b39c16043,2017-01,673.6,11
0ea22c1cfbdc755f86b9b54b39c16043,2017-02,882.8,16
0ea22c1cfbdc755f86b9b54b39c16043,2017-03,808.1,19
0ea22c1cfbdc755f86b9b54b39c16043,2017-04,603.2,17
0ea22c1cfbdc755f86b9b54b39c16043,2017-05,1316.6,28
0ea22c1cfbdc755f86b9b54b39c16043,2017-06,673.3,15
0ea22c1cfbdc755f86b9b54b39c16043,2017-07,254.3,7
0ea22c1cfbdc755f86b9b54b39c16043,2017-08,552.2,10
0ea22c1cfbdc755f86b9b54b39c16043,2017-09,294.3,7
0ea22c1cfbdc755f86b9b54b39c16043,2017-10,448.9,11
0ea22c1cfbdc755f86b9b54b39c16043,2017-11,858.1,15
0ea22c1cfbdc755f86b9b54b39c16043,2017-12,927.9,20
0ea22c1cfbdc755f86b9b54b39c16043,2018-01,473.7,13
0ea22c1cfbdc755f86b9b54b39c16043,2018-02,344.3,6
0ea22c1cfbdc755f86b9b54b39c16043,2018-03,334.0,10
0ea22c1cfbdc755f86b9b54b39c16043,2018-04,329.0,9
0ea22c1cfbdc755f86b9b54b39c16043,2018-05,369.0,9
0ea22c1cfbdc755f86b9b54b39c16043,2018-06,144.6,4
0ea22c1cfbdc755f86b9b54b39c16043,2018-08,269.2,7
0eaa7e33d73809f1f925f7d07c506cbd,2017-04,164.0,2
0eaa7e33d73809f1f925f7d07c506cbd,2017-05,139.0,1
0eaa7e33d73809f1f925f7d07c506cbd,2017-06,327.0,3
0eaa7e33d73809f1f925f7d07c506cbd,2017-07,42.0,1
0eaa7e33d73809f1f925f7d07c506cbd,2017-08,129.0,1
0eaa7e33d73809f1f925f7d07c506cbd,2017-09,189.0,1
0eaa7e33d73809f1f925f7d07c506cbd,2017-10,119.0,1
0eaa7e33d73809f1f925f7d07c506cbd,2017-12,119.0,1
0eaa7e33d73809f1f925f7d07c506cbd,2018-01,45.0,1
0eaa7e33d73809f1f925f7d07c506cbd,2018-04,45.0,1
0eaa7e33d73809f1f925f7d07c506cbd,2018-08,234.0,2
0ebd97a106433a45a4aebe57c1799778,2017-05,179.8,2
0ebd97a106433a45a4aebe57c1799778,2017-06,329.7,3
0ebd97a106433a45a4aebe57c1799778,2017-07,109.9,1
0ebd97a106433a45a4aebe57c1799778,2017-08,259.8,2
0ebd97a106433a45a4aebe57c1799778,2017-09,199.8,2
0ebd97a106433a45a4aebe57c1799778,2017-10,179.8,2
0ebd97a106433a45a4aebe57c1799778,2017-11,379.7,3
0ebd97a106433a45a4aebe57c1799778,2017-12,179.8,2
0ebd97a106433a45a4aebe57c1799778,2018-01,219.7,2
0ebd97a106433a45a4aebe57c1799778,2018-02,79.9,1
0ebd97a106433a45a4aebe57c1799778,2018-03,289.7,3
0ebd97a106433a45a4aebe57c1799778,2018-04,229.7,3
0ebd97a106433a45a4aebe57c1799778,2018-05,359.6,4
0ebd97a106433a45a4aebe57c1799778,2018-07,49.9,1
0ec28cec4046a4a199b6de9b4c891d97,2018-04,146.9,1
0ec28cec4046a4a199b6de9b4c891d97,2018-05,149.7,2
0ed6ce5d87fd9c69eaacaeb778d67235,2017-10,69.9,1
0ed6ce5d87fd9c69eaacaeb778d67235,2017-11,294.6,4
0ed6ce5d87fd9c69eaacaeb778d67235,2017-12,350.6,4
0ed6ce5d87fd9c69eaacaeb778d67235,2018-01,72.9,1
0ed6ce5d87fd9c69eaacaeb778d67235,2018-02,72.9,1
0ed6ce5d87fd9c69eaacaeb778d67235,2018-03,172.5,5
0ed6ce5d87fd9c69eaacaeb778d67235,2018-04,170.7,3
0ed6ce5d87fd9c69eaacaeb778d67235,2018-05,419.28,9
0ed6ce5d87fd9c69eaacaeb778d67235,2018-06,281.57,7
0ed6ce5d87fd9c69eaacaeb778d67235,2018-07,199.58,6
0ed6ce5d87fd9c69eaacaeb778d67235,2018-08,36.89,2
0ee4fb99ac55ffbbc98795aa01b7f8fa,2017-05,59.9,1
0ef83d7d83ed97cd2a0049ac8be5f88a,2017-11,56.89,1
0ef83d7d83ed97cd2a0049ac8be5f88a,2017-12,882.66,9
0ef83d7d83ed97cd2a0049ac8be5f88a,2018-01,514.12,9
0ef83d7d83ed97cd2a0049ac8be5f88a,2018-02,834.97,7
0ef83d7d83ed97cd2a0049ac8be5f88a,2018-03,733.4,5
0ef83d7d83ed97cd2a0049ac8be5f88a,2018-04,794.85,11
0ef83d7d83ed97cd2a0049ac8be5f88a,2018-05,52.99,1
0ef83d7d83ed97cd2a0049ac8be5f88a,2018-06,104.0,1
0ef83d7d83ed97cd2a0049ac8be5f88a,2018-07,197.13,1
0ef83d7d83ed97cd2a0049ac8be5f88a,2018-08,250.0,3
0f0c984a4a955310903b6b6008660bad,2018-04,59.9,1
0f0c984a4a955310903b6b6008660bad,2018-05,309.91,3
0f519b0d2e5eb2227c93dd25038bfc01,2017-01,79.9,1
0f7eea709efdf942b5f95c7516dbacd7,2018-04,31.0,1
0f7eea709efdf942b5f95c7516dbacd7,2018-05,164.74,2
0f80a40c312b2472dca482cf50f5186f,2018-08,129.9,1
0f94588695d71662beec8d883ffacf09,2017-03,9.0,1
0fe2d9733ed841eb064503920015a8c0,2018-05,199.76,2
0fe2d9733ed841eb064503920015a8c0,2018-07,189.88,1
0ff83046c3fa22efee8ecf291888b191,2017-04,139.8,2
0ff83046c3fa22efee8ecf291888b191,2017-07,139.8,2
0ff83046c3fa22efee8ecf291888b191,2017-08,69.9,1
0ff83046c3fa22efee8ecf291888b191,2017-11,139.8,1
0ff83046c3fa22efee8ecf291888b191,2017-12,69.9,1
0ff83046c3fa22efee8ecf291888b191,2018-02,139.8,2
0ff83046c3fa22efee8ecf291888b191,2018-04,69.9,1
0ffa40d54288e4f3499b8780dd0f144f,2018-01,737.9,11
0ffa40d54288e4f3499b8780dd0f144f,2018-02,698.0,9
0ffa40d54288e4f3499b8780dd0f144f,2018-03,490.9,9
0ffa40d54288e4f3499b8780dd0f144f,2018-04,121.0,2
0ffa40d54288e4f3499b8780dd0f144f,2018-05,115.0,2
10076e5788b8ee532724bcd460baf762,2017-05,75.2,2
10076e5788b8ee532724bcd460baf762,2017-06,38.8,1
10076e5788b8ee532724bcd460baf762,2017-07,75.2,2
10076e5788b8ee532724bcd460baf762,2017-09,48.0,2
10076e5788b8ee532724bcd460baf762,2017-10,24.0,1
10076e5788b8ee532724bcd460baf762,2017-12,24.0,1
10076e5788b8ee532724bcd460baf762,2018-01,176.54,4
10076e5788b8ee532724bcd460baf762,2018-03,154.96,3
10076e5788b8ee532724bcd460baf762,2018-04,75.2,2
10076e5788b8ee532724bcd460baf762,2018-05,57.58,2
10076e5788b8ee532724bcd460baf762,2018-07,72.0,3
10089e9f2fd0c668a8fd4e52e1698888,2017-03,780.0,2
10089e9f2fd0c668a8fd4e52e1698888,2017-11,359.9,1
101921376b577a4540dc30e9009133ca,2017-05,373.0,1
101a3a003516bc11253298b2fad3cb65,2018-06,120.0,2
101a3a003516bc11253298b2fad3cb65,2018-07,330.0,3
1025f0e2d44d7041d6cf58b6550e0bfa,2017-07,1300.2,8
1025f0e2d44d7041d6cf58b6550e0bfa,2017-08,4140.2,24
1025f0e2d44d7041d6cf58b6550e0bfa,2017-09,7229.6,49
1025f0e2d44d7041d6cf58b6550e0bfa,2017-10,6325.6,43
1025f0e2d44d7041d6cf58b6550e0bfa,2017-11,13434.04,98
1025f0e2d44d7041d6cf58b6550e0bfa,2017-12,1342.2,13
1025f0e2d44d7041d6cf58b6550e0bfa,2018-01,8808.7,47
1025f0e2d44d7041d6cf58b6550e0bfa,2018-02,4256.8,26
1025f0e2d44d7041d6cf58b6550e0bfa,2018-03,12553.67,80
1025f0e2d44d7041d6cf58b6550e0bfa,2018-04,15110.65,97
1025f0e2d44d7041d6cf58b6550e0bfa,2018-05,17566.96,130
1025f0e2d44d7041d6cf58b6550e0bfa,2018-06,12643.07,92
1025f0e2d44d7041d6cf58b6550e0bfa,2018-07,17465.26,105
1025f0e2d44d7041d6cf58b6550e0bfa,2018-08,16791.6,103
10264f60a8f0a4d2f30810f5c661c673,2018-06,149.8,2
10264f60a8f0a4d2f30810f5c661c673,2018-07,74.9,1
10264f60a8f0a4d2f30810f5c661c673,2018-08,59.9,1
1099a00e0ee3a50935e6c2447ca090c5,2017-11,299.9,1
1099a00e0ee3a50935e6c2447ca090c5,2017-12,299.9,1
1099a00e0ee3a50935e6c2447ca090c5,2018-01,249.9,1
10cdd491d1dbea8fb4ead97b19c334ce,2018-06,90.0,1
10cdd491d1dbea8fb4ead97b19c334ce,2018-07,118.9,2
10ff823eda2b032e2c93d17a7d294736,2017-06,189.99,1
10ff823eda2b032e2c93d17a7d294736,2017-07,149.99,1
10ff823eda2b032e2c93d17a7d294736,2017-10,189.99,1
10ff823eda2b032e2c93d17a7d294736,2017-11,77.4,1
10ff823eda2b032e2c93d17a7d294736,2017-12,178.9,1
10ff823eda2b032e2c93d17a7d294736,2018-01,77.4,1
10ff823eda2b032e2c93d17a7d294736,2018-03,93.5,1
10ff823eda2b032e2c93d17a7d294736,2018-04,337.8,2
112453736dbe3889cfb74e1aaa0ba0c1,2018-06,405.0,1
112453736dbe3889cfb74e1aaa0ba0c1,2018-07,1080.0,4
112453736dbe3889cfb74e1aaa0ba0c1,2018-08,405.0,2
1127b7f2594683f2510f1c2c834a486b,2017-02,21.73,1
1127b7f2594683f2510f1c2c834a486b,2017-03,46.3,1
1127b7f2594683f2510f1c2c834a486b,2017-04,113.92,4
1127b7f2594683f2510f1c2c834a486b,2017-05,300.17,8
1127b7f2594683f2510f1c2c834a486b,2017-06,671.19,7
1127b7f2594683f2510f1c2c834a486b,2017-07,442.81,8
1127b7f2594683f2510f1c2c834a486b,2017-08,1052.45,20
1127b7f2594683f2510f1c2c834a486b,2017-09,178.23,5
1127b7f2594683f2510f1c2c834a486b,2017-10,368.46,8
1127b7f2594683f2510f1c2c834a486b,2017-11,583.02,14
1127b7f2594683f2510f1c2c834a486b,2017-12,744.19,6
1127b7f2594683f2510f1c2c834a486b,2018-01,140.1,2
1127b7f2594683f2510f1c2c834a486b,2018-02,58.23,1
1127b7f2594683f2510f1c2c834a486b,2018-03,834.25,5
1127b7f2594683f2510f1c2c834a486b,2018-04,346.64,5
1127b7f2594683f2510f1c2c834a486b,2018-05,143.77,4
1127b7f2594683f2510f1c2c834a486b,2018-06,319.3,4
1127b7f2594683f2510f1c2c834a486b,2018-07,207.31,6
1127b7f2594683f2510f1c2c834a486b,2018-08,279.26,5
11305281b50fff20ae8bb473f8e11876,2016-10,44.99,1
11305281b50fff20ae8bb473f8e11876,2017-02,424.68,3
11305281b50fff20ae8bb473f8e11876,2017-03,399.99,1
11305281b50fff20ae8bb473f8e11876,2017-04,999.78,3
11305281b50fff20ae8bb473f8e11876,2017-05,994.87,4
11305281b50fff20ae8bb473f8e11876,2017-06,119.9,1
11305281b50fff20ae8bb473f8e11876,2017-08,604.69,4
11305281b50fff20ae8bb473f8e11876,2017-11,159.99,1
11305281b50fff20ae8bb473f8e11876,2017-12,399.99,1
11305281b50fff20ae8bb473f8e11876,2018-01,479.97,3
11305281b50fff20ae8bb473f8e11876,2018-02,639.96,3
11305281b50fff20ae8bb473f8e11876,2018-03,369.97,3
11305281b50fff20ae8bb473f8e11876,2018-06,139.99,1
11305281b50fff20ae8bb473f8e11876,2018-07,379.96,3
11305281b50fff20ae8bb473f8e11876,2018-08,369.97,3
113e3a788b935f48aad63e1c41dac1bd,2017-07,6.19,1
113e3a788b935f48aad63e1c41dac1bd,2017-10,154.25,4
113e3a788b935f48aad63e1c41dac1bd,2017-11,120.41,5
113e3a788b935f48aad63e1c41dac1bd,2017-12,90.5,7
113e3a788b935f48aad63e1c41dac1bd,2018-02,39.45,2
113e3a788b935f48aad63e1c41dac1bd,2018-03,31.45,2
113e3a788b935f48aad63e1c41dac1bd,2018-04,95.45,6
113e3a788b935f48aad63e1c41dac1bd,2018-05,87.03,2
113e3a788b935f48aad63e1c41dac1bd,2018-06,83.39,2
113e3a788b935f48aad63e1c41dac1bd,2018-07,89.76,4
113e3a788b935f48aad63e1c41dac1bd,2018-08,49.47,4
116ccb1a1604bc88e4d234a8c23f33de,2017-11,332.41,12
116ccb1a1604bc88e4d234a8c23f33de,2017-12,134.1,5
116ccb1a1604bc88e4d234a8c23f33de,2018-01,170.4,3
116ccb1a1604bc88e4d234a8c23f33de,2018-02,292.0,10
116ccb1a1604bc88e4d234a8c23f33de,2018-03,254.6,6
116ccb1a1604bc88e4d234a8c23f33de,2018-04,107.0,5
116ccb1a1604bc88e4d234a8c23f33de,2018-05,167.08,6
116ccb1a1604bc88e4d234a8c23f33de,2018-06,253.0,5
116ccb1a1604bc88e4d234a8c23f33de,2018-07,220.3,5
116ccb1a1604bc88e4d234a8c23f33de,2018-08,74.0,4
11742f81550ac064cc9a40f67151d9ad,2018-08,781.9,2
117cfc326c6d50da67ca858ff5c0c852,2018-05,454.6,5
11938fcc75f6902fea1d0a6f72b54a57,2018-01,249.99,1
11938fcc75f6902fea1d0a6f72b54a57,2018-05,344.99,1
119c7f1a00ef43fad0e57604e76a747c,2017-10,149.9,1
119c7f1a00ef43fad0e57604e76a747c,2018-02,39.9,1
119d1aef1b4144adba89163f6cd9f5d4,2017-05,299.0,1
119d1aef1b4144adba89163f6cd9f5d4,2017-08,497.0,2
119d1aef1b4144adba89163f6cd9f5d4,2017-11,298.0,1
11bfa66332777660bd0640ee84d47006,2017-09,281.0,4
11bfa66332777660bd0640ee84d47006,2017-10,10.99,1
11bfa66332777660bd0640ee84d47006,2017-11,488.57,6
11bfa66332777660bd0640ee84d47006,2017-12,519.71,12
11bfa66332777660bd0640ee84d47006,2018-01,446.11,12
11bfa66332777660bd0640ee84d47006,2018-02,750.85,13
11bfa66332777660bd0640ee84d47006,2018-03,669.09,10
11bfa66332777660bd0640ee84d47006,2018-04,49.78,3
11bfa66332777660bd0640ee84d47006,2018-05,160.96,4
11bfa66332777660bd0640ee84d47006,2018-06,359.94,5
11bfa66332777660bd0640ee84d47006,2018-07,86.99,2
11bfa66332777660bd0640ee84d47006,2018-08,101.88,4
11d4c477d09821164bca4f70a2eae031,2017-07,50.34,2
11d4c477d09821164bca4f70a2eae031,2017-08,32.7,1
11eac105f3f90a9b87b19c89d91e24f3,2017-05,276.0,2
11eac105f3f90a9b87b19c89d91e24f3,2017-06,406.9,2
11eac105f3f90a9b87b19c89d91e24f3,2017-07,119.99,1
11fb6f6d341adbe19e81733701704635,2018-08,1197.0,3
120476eb7a04c149d14772edaf5d9bf2,2018-07,2228.9,3
120476eb7a04c149d14772edaf5d9bf2,2018-08,139.9,1
1284de4ae8aa26997e748c851557cf0e,2017-05,379.99,1
1284de4ae8aa26997e748c851557cf0e,2017-08,749.99,1
1284de4ae8aa26997e748c851557cf0e,2017-10,329.99,1
128639473a139ac0f3e5f5ade55873a5,2017-05,394.1,15
128639473a139ac0f3e5f5ade55873a5,2017-06,144.9,11
128639473a139ac0f3e5f5ade55873a5,2017-07,740.35,36
128639473a139ac0f3e5f5ade55873a5,2017-08,531.9,30
128639473a139ac0f3e5f5ade55873a5,2017-09,587.2,27
128639473a139ac0f3e5f5ade55873a5,2017-10,479.7,22
128639473a139ac0f3e5f5ade55873a5,2017-11,836.4,41
128639473a139ac0f3e5f5ade55873a5,2017-12,1245.3,51
128639473a139ac0f3e5f5ade55873a5,2018-01,1995.4,87
128639473a139ac0f3e5f5ade55873a5,2018-02,1568.1,62
128639473a139ac0f3e5f5ade55873a5,2018-03,1009.3,46
128639473a139ac0f3e5f5ade55873a5,2018-04,794.08,35
128639473a139ac0f3e5f5ade55873a5,2018-05,717.82,32
128639473a139ac0f3e5f5ade55873a5,2018-06,391.5,16
128639473a139ac0f3e5f5ade55873a5,2018-07,315.5,15
128639473a139ac0f3e5f5ade55873a5,2018-08,157.3,7
128f9bfbe4c7d5185033914b1de3d39a,2017-09,94.0,1
128f9bfbe4c7d5185033914b1de3d39a,2017-10,351.9,3
128f9bfbe4c7d5185033914b1de3d39a,2017-11,253.0,2
128f9bfbe4c7d5185033914b1de3d39a,2017-12,170.0,2
128f9bfbe4c7d5185033914b1de3d39a,2018-01,94.9,2
128f9bfbe4c7d5185033914b1de3d39a,2018-02,107.79,1
128f9bfbe4c7d5185033914b1de3d39a,2018-03,94.0,1
128f9bfbe4c7d5185033914b1de3d39a,2018-05,19.8,1
128f9bfbe4c7d5185033914b1de3d39a,2018-06,91.9,1
12a8eb0f8d1cd3270695bf2a99f55966,2017-10,135.0,1
12a8eb0f8d1cd3270695bf2a99f55966,2017-12,262.0,1
12b9676b00f60f3b700e83af21824c0e,2017-03,1532.0,7
12b9676b00f60f3b700e83af21824c0e,2017-04,796.0,4
12b9676b00f60f3b700e83af21824c0e,2017-05,2228.0,11
12b9676b00f60f3b700e83af21824c0e,2017-06,1343.0,7
12b9676b00f60f3b700e83af21824c0e,2017-07,1791.0,9
12b9676b00f60f3b700e83af21824c0e,2017-08,1542.0,8
12b9676b00f60f3b700e83af21824c0e,2017-09,756.0,4
12b9676b00f60f3b700e83af21824c0e,2017-10,2248.0,12
12b9676b00f60f3b700e83af21824c0e,2017-11,2985.0,15
12b9676b00f60f3b700e83af21824c0e,2017-12,3482.0,18
12b9676b00f60f3b700e83af21824c0e,2018-01,1112.0,5
12b9676b00f60f3b700e83af21824c0e,2018-02,79.0,1
12b9676b00f60f3b700e83af21824c0e,2018-03,2615.0,13
12b9676b00f60f3b700e83af21824c0e,2018-04,1034.0,5
12b9676b00f60f3b700e83af21824c0e,2018-05,835.0,4
12b9676b00f60f3b700e83af21824c0e,2018-06,1073.0,5
12b9676b00f60f3b700e83af21824c0e,2018-07,278.0,2
12b9676b00f60f3b700e83af21824c0e,2018-08,1045.0,5
12c2ed9cded6138cf0c75f525f565fc7,2017-11,114.98,2
12c2ed9cded6138cf0c75f525f565fc7,2017-12,99.99,1
12c2ed9cded6138cf0c75f525f565fc7,2018-08,99.99,1
13074f016982ff2bd6c58ced8682f000,2017-11,1004.0,6
13074f016982ff2bd6c58ced8682f000,2017-12,119.0,1
13074f016982ff2bd6c58ced8682f000,2018-02,119.0,1
13074f016982ff2bd6c58ced8682f000,2018-03,238.0,2
13074f016982ff2bd6c58ced8682f000,2018-04,129.0,1
13074f016982ff2bd6c58ced8682f000,2018-06,239.0,1
13074f016982ff2bd6c58ced8682f000,2018-07,268.0,2
131fcb0a0c9a47bba4474aacff0f14b7,2018-06,218.9,2
131fcb0a0c9a47bba4474aacff0f14b7,2018-08,150.9,2
1336efc61c316ddf92c899eb817f7cae,2017-01,191.0,2
1336efc61c316ddf92c899eb817f7cae,2017-02,195.0,3
1336efc61c316ddf92c899eb817f7cae,2017-03,28.0,1
1336efc61c316ddf92c899eb817f7cae,2017-04,50.99,2
1336efc61c316ddf92c899eb817f7cae,2017-05,565.54,7
1336efc61c316ddf92c899eb817f7cae,2017-06,254.0,6
1336efc61c316ddf92c899eb817f7cae,2017-07,331.98,7
1336efc61c316ddf92c899eb817f7cae,2017-08,398.99,6
1336efc61c316ddf92c899eb817f7cae,2017-09,98.99,3
1336efc61c316ddf92c899eb817f7cae,2017-10,172.0,2
1336efc61c316ddf92c899eb817f7cae,2017-11,296.98,7
1336efc61c316ddf92c899eb817f7cae,2018-01,409.89,6
1336efc61c316ddf92c899eb817f7cae,2018-02,39.0,1
1336efc61c316ddf92c899eb817f7cae,2018-03,310.99,5
1336efc61c316ddf92c899eb817f7cae,2018-04,140.98,3
1336efc61c316ddf92c899eb817f7cae,2018-05,166.99,3
1336efc61c316ddf92c899eb817f7cae,2018-06,607.99,3
1336efc61c316ddf92c899eb817f7cae,2018-07,357.0,4
1336efc61c316ddf92c899eb817f7cae,2018-08,221.0,3
134285d1f41da5c13a756ee8142c8a4e,2018-06,1073.8,2
134285d1f41da5c13a756ee8142c8a4e,2018-08,498.9,1
134a288e7de827ec5ec62e3ec9c3a295,2017-05,237.1,2
134a288e7de827ec5ec62e3ec9c3a295,2017-06,80.0,1
134a288e7de827ec5ec62e3ec9c3a295,2017-08,290.0,4
134a288e7de827ec5ec62e3ec9c3a295,2017-09,270.35,2
134b867a0f7f8bbe6abf10f91874891e,2018-04,789.89,1
13511db12ac61e2f89c53b72a944a60b,2018-04,134.0,1
13511db12ac61e2f89c53b72a944a60b,2018-05,273.0,2
13511db12ac61e2f89c53b72a944a60b,2018-06,129.0,1
13511db12ac61e2f89c53b72a944a60b,2018-07,131.0,1
13511db12ac61e2f89c53b72a944a60b,2018-08,131.0,1
1352e06ae67b410cdae0b2a22361167b,2017-04,178.0,2
1352e06ae67b410cdae0b2a22361167b,2017-06,518.0,2
1354d51653f645349064725ed204e85e,2017-06,135.0,2
1354d51653f645349064725ed204e85e,2017-07,400.0,1
1354d51653f645349064725ed204e85e,2017-08,220.0,2
1354d51653f645349064725ed204e85e,2017-10,135.0,2
1354d51653f645349064725ed204e85e,2017-12,60.0,1
1354d51653f645349064725ed204e85e,2018-01,100.0,1
1354d51653f645349064725ed204e85e,2018-02,220.0,2
1354d51653f645349064725ed204e85e,2018-03,80.0,1
1354d51653f645349064725ed204e85e,2018-04,150.0,1
1354d51653f645349064725ed204e85e,2018-05,180.0,1
1354d51653f645349064725ed204e85e,2018-07,340.0,2
1354d51653f645349064725ed204e85e,2018-08,390.0,2
138dbe45fc62f1e244378131a6801526,2018-05,189.4,13
138dbe45fc62f1e244378131a6801526,2018-06,259.8,12
138dbe45fc62f1e244378131a6801526,2018-07,422.36,14
138dbe45fc62f1e244378131a6801526,2018-08,254.0,10
139157dd4daa45c25b0807ffff348363,2017-08,29.9,1
13c2ed7698b3ca92dad49e849219da59,2018-01,178.98,2
13c2ed7698b3ca92dad49e849219da59,2018-02,46.63,1
13c2ed7698b3ca92dad49e849219da59,2018-04,50.0,1
13c2ed7698b3ca92dad49e849219da59,2018-05,155.0,2
13c2ed7698b3ca92dad49e849219da59,2018-08,68.0,2
13d058e4eeac2ce8217660b2f8a05812,2017-05,569.95,5
13d058e4eeac2ce8217660b2f8a05812,2017-07,89.99,1
13d058e4eeac2ce8217660b2f8a05812,2017-08,899.96,4
13d058e4eeac2ce8217660b2f8a05812,2017-10,559.97,3
13d058e4eeac2ce8217660b2f8a05812,2017-12,559.97,3
13d058e4eeac2ce8217660b2f8a05812,2018-02,559.97,3
13d058e4eeac2ce8217660b2f8a05812,2018-05,119.99,1
13d058e4eeac2ce8217660b2f8a05812,2018-06,349.98,2
13d058e4eeac2ce8217660b2f8a05812,2018-07,119.99,1
13d95f0f6f73943d4ceffad0fc2cd32c,2018-03,249.99,1
13dd308f81fea30cc670c656b2b46cc3,2018-07,38.9,1
13dd308f81fea30cc670c656b2b46cc3,2018-08,78.8,2
13e85aac53340018b40c2af68001b7e0,2016-10,17.8,1
13f57c12a00ed4610db646b913a7f5c6,2017-09,37.9,1
13f57c12a00ed4610db646b913a7f5c6,2017-10,123.0,1
13f57c12a00ed4610db646b913a7f5c6,2017-11,82.0,1
13f57c12a00ed4610db646b913a7f5c6,2017-12,127.5,1
13f57c12a00ed4610db646b913a7f5c6,2018-01,205.9,2
13f57c12a00ed4610db646b913a7f5c6,2018-05,68.9,1
13fa2a6c6b9d0f43cb588d7c82117a12,2017-06,1068.0,2
13fa2a6c6b9d0f43cb588d7c82117a12,2017-08,1295.0,3
13fa2a6c6b9d0f43cb588d7c82117a12,2017-09,2165.0,4
141440cad9341e553f8401c574a2aa38,2018-05,439.9,3
141440cad9341e553f8401c574a2aa38,2018-06,544.7,5
141440cad9341e553f8401c574a2aa38,2018-07,119.8,1
141440cad9341e553f8401c574a2aa38,2018-08,183.8,2
1430239a858e7682bbc43b20758af153,2017-08,34.9,1
1430239a858e7682bbc43b20758af153,2017-09,52.8,2
1430239a858e7682bbc43b20758af153,2017-11,46.7,2
1430239a858e7682bbc43b20758af153,2017-12,188.89,3
1430239a858e7682bbc43b20758af153,2018-02,77.6,3
1430239a858e7682bbc43b20758af153,2018-03,59.7,2
1430239a858e7682bbc43b20758af153,2018-04,165.3,4
1430239a858e7682bbc43b20758af153,2018-08,34.9,1
1444c08e64d55fb3c25f0f09c07ffcf2,2018-04,2749.0,1
1464afc72f696af775557a821c2e253f,2017-04,18.99,1
1464afc72f696af775557a821c2e253f,2017-06,39.98,1
1464afc72f696af775557a821c2e253f,2017-08,135.6,4
1464afc72f696af775557a821c2e253f,2017-09,155.6,4
1464afc72f696af775557a821c2e253f,2017-10,114.7,3
1464afc72f696af775557a821c2e253f,2017-11,26.9,1
1464afc72f696af775557a821c2e253f,2017-12,55.89,2
1464afc72f696af775557a821c2e253f,2018-01,71.8,2
1464afc72f696af775557a821c2e253f,2018-02,42.9,1
1464afc72f696af775557a821c2e253f,2018-03,42.9,1
1464afc72f696af775557a821c2e253f,2018-04,145.6,4
1464afc72f696af775557a821c2e253f,2018-05,42.9,1
1464afc72f696af775557a821c2e253f,2018-07,118.7,3
1464afc72f696af775557a821c2e253f,2018-08,46.9,1
14a08204d03bb6b6bde8029f801ae0eb,2018-03,480.0,1
14a08204d03bb6b6bde8029f801ae0eb,2018-04,120.0,2
14a08204d03bb6b6bde8029f801ae0eb,2018-05,472.0,5
14a08204d03bb6b6bde8029f801ae0eb,2018-06,311.0,4
14a08204d03bb6b6bde8029f801ae0eb,2018-07,453.0,6
14a08204d03bb6b6bde8029f801ae0eb,2018-08,349.4,10
14d7985702e72162bbf13b6beb74ab2b,2017-03,119.0,1
14d7985702e72162bbf13b6beb74ab2b,2017-04,60.0,1
14d7985702e72162bbf13b6beb74ab2b,2017-05,213.0,3
14d7985702e72162bbf13b6beb74ab2b,2017-08,59.0,1
14d7985702e72162bbf13b6beb74ab2b,2017-09,65.0,1
14d7985702e72162bbf13b6beb74ab2b,2017-10,586.0,4
14d7985702e72162bbf13b6beb74ab2b,2017-11,592.0,4
14d7985702e72162bbf13b6beb74ab2b,2017-12,313.0,3
14d7985702e72162bbf13b6beb74ab2b,2018-01,538.0,2
14d7985702e72162bbf13b6beb74ab2b,2018-03,432.0,5
