seller_id,Year_Month,Monthly_Revenue,Monthly_Orders
01fdefa7697d26ad920e9e0346d4bd1b,2018-05,320.8,3
01fdefa7697d26ad920e9e0346d4bd1b,2018-06,719.2,8
01fdefa7697d26ad920e9e0346d4bd1b,2018-07,604.3,7
01fdefa7697d26ad920e9e0346d4bd1b,2018-08,1819.87,17
0241d4d5d36f10f80c644447315af0bd,2017-10,123.9,2
0241d4d5d36f10f80c644447315af0bd,2017-11,652.8,12
0241d4d5d36f10f80c644447315af0bd,2017-12,797.9,11
0241d4d5d36f10f80c644447315af0bd,2018-01,3199.3,25
0241d4d5d36f10f80c644447315af0bd,2018-02,3500.3,25
0241d4d5d36f10f80c644447315af0bd,2018-03,2591.2,21
0241d4d5d36f10f80c644447315af0bd,2018-04,2851.5,20
0241d4d5d36f10f80c644447315af0bd,2018-05,4207.1,31
0241d4d5d36f10f80c644447315af0bd,2018-06,5209.7,29
0241d4d5d36f10f80c644447315af0bd,2018-07,5065.2,36
0241d4d5d36f10f80c644447315af0bd,2018-08,3198.8,26
0249d282d911d23cb8b869ab49c99f53,2017-09,43.0,2
0249d282d911d23cb8b869ab49c99f53,2017-10,129.5,4
0249d282d911d23cb8b869ab49c99f53,2017-11,198.5,4
0249d282d911d23cb8b869ab49c99f53,2018-03,22.0,1
024b564ae893ce8e9bfa02c10a401ece,2016-10,467.4,1
024b564ae893ce8e9bfa02c10a401ece,2017-02,239.0,1
028872bfa080090a9d0abd4f1af168f8,2017-08,70.5,1
02a2272692e13558373c66db98f05e2e,2017-02,29.99,1
02a2272692e13558373c66db98f05e2e,2017-03,24.99,1
02b72cdeb9cfcc429f1af6f4e3f3b737,2018-07,129.15,1
02b72cdeb9cfcc429f1af6f4e3f3b737,2018-08,393.5,3
02c988090b766852e088c69d7fb3b551,2017-07,229.67,2
02c988090b766852e088c69d7fb3b551,2017-08,169.99,1
02c988090b766852e088c69d7fb3b551,2017-09,47.5,1
02c988090b766852e088c69d7fb3b551,2017-10,119.4,1
02c988090b766852e088c69d7fb3b551,2017-11,37.79,1
02c988090b766852e088c69d7fb3b551,2018-01,89.9,1
02c988090b766852e088c69d7fb3b551,2018-02,34.9,1
02c988090b766852e088c69d7fb3b551,2018-04,180.9,1
02c988090b766852e088c69d7fb3b551,2018-05,175.9,1
02c988090b766852e088c69d7fb3b551,2018-06,180.9,1
02c988090b766852e088c69d7fb3b551,2018-07,180.9,1
02c988090b766852e088c69d7fb3b551,2018-08,170.9,1
02d35243ea2e497335cd0f076b45675d,2017-04,498.0,1
02d35243ea2e497335cd0f076b45675d,2017-06,249.0,1
02d35243ea2e497335cd0f076b45675d,2017-08,1245.0,5
02d35243ea2e497335cd0f076b45675d,2017-09,249.0,1
02d35243ea2e497335cd0f076b45675d,2017-11,1106.0,3
02d35243ea2e497335cd0f076b45675d,2017-12,1899.0,1
02d35243ea2e497335cd0f076b45675d,2018-03,289.0,1
02d35243ea2e497335cd0f076b45675d,2018-08,259.0,1
02dcd3e8e25bee036e32512bcf175493,2017-10,150.0,1
02dcd3e8e25bee036e32512bcf175493,2018-02,225.0,2
02dcd3e8e25bee036e32512bcf175493,2018-03,423.0,5
02dcd3e8e25bee036e32512bcf175493,2018-04,174.0,2
02dcd3e8e25bee036e32512bcf175493,2018-07,190.0,1
02dcd3e8e25bee036e32512bcf175493,2018-08,329.9,3
02ecc2a19303f05e59ce133fd923fff7,2017-06,149.9,1
02ecc2a19303f05e59ce133fd923fff7,2017-09,449.7,2
02ecc2a19303f05e59ce133fd923fff7,2017-11,846.1,4
02ecc2a19303f05e59ce133fd923fff7,2017-12,914.6,2
02ecc2a19303f05e59ce133fd923fff7,2018-01,447.0,2
02ecc2a19303f05e59ce133fd923fff7,2018-02,299.3,1
02ecc2a19303f05e59ce133fd923fff7,2018-03,1116.7,3
02ecc2a19303f05e59ce133fd923fff7,2018-04,219.22,1
02ecc2a19303f05e59ce133fd923fff7,2018-05,419.1,2
02ecc2a19303f05e59ce133fd923fff7,2018-07,282.8,2
02ecc2a19303f05e59ce133fd923fff7,2018-08,119.77,1
02f5837340d7eb4f653d676c7256523a,2017-11,707.3,5
02f5837340d7eb4f653d676c7256523a,2017-12,909.93,7
02f5837340d7eb4f653d676c7256523a,2018-01,1559.88,12
02f5837340d7eb4f653d676c7256523a,2018-03,125.99,1
02f5837340d7eb4f653d676c7256523a,2018-04,115.99,1
02f5837340d7eb4f653d676c7256523a,2018-06,231.98,2
02f5837340d7eb4f653d676c7256523a,2018-07,115.99,1
02f5837340d7eb4f653d676c7256523a,2018-08,115.99,1
02f623a8eb246f3c5f7c2f96462654e6,2018-04,288.0,2
02f623a8eb246f3c5f7c2f96462654e6,2018-05,557.0,4
02f623a8eb246f3c5f7c2f96462654e6,2018-06,1174.0,9
02f623a8eb246f3c5f7c2f96462654e6,2018-07,2179.0,15
02f623a8eb246f3c5f7c2f96462654e6,2018-08,2180.0,14
0307f7565ff85b299b6e5ef162b1b1a9,2016-10,16.9,1
0307f7565ff85b299b6e5ef162b1b1a9,2017-02,2234.9,3
0307f7565ff85b299b6e5ef162b1b1a9,2017-03,1878.0,2
0307f7565ff85b299b6e5ef162b1b1a9,2017-05,599.0,1
0336182e1b3e92f029d5354832045fdf,2016-10,29.8,1
034b9387752bfa309f350a70cd45ffa3,2018-04,48.0,4
034b9387752bfa309f350a70cd45ffa3,2018-06,12.0,1
034b9387752bfa309f350a70cd45ffa3,2018-07,24.0,2
034b9387752bfa309f350a70cd45ffa3,2018-08,12.0,1
038b75b729c8a9a04b0d07cba7eabe86,2018-04,467.0,2
039b29ff3b3473435d0cd59040575de9,2018-04,17.8,2
039b29ff3b3473435d0cd59040575de9,2018-05,16.1,1
039b29ff3b3473435d0cd59040575de9,2018-06,8.9,1
039b29ff3b3473435d0cd59040575de9,2018-07,16.9,1
039b29ff3b3473435d0cd59040575de9,2018-08,55.2,4
039e6ad9dae79614493083e241147386,2018-04,4775.0,2
039e6ad9dae79614493083e241147386,2018-05,6480.0,2
039e6ad9dae79614493083e241147386,2018-07,1670.0,1
03a2a6dcbe45d639c4dc2a0d24769c40,2018-03,425.87,3
03a2a6dcbe45d639c4dc2a0d24769c40,2018-04,149.9,1
03a2a6dcbe45d639c4dc2a0d24769c40,2018-06,202.7,3
03a2a6dcbe45d639c4dc2a0d24769c40,2018-08,299.94,2
03bd479e1d9484cdb14104d3023f7321,2018-05,119.9,1
03bd479e1d9484cdb14104d3023f7321,2018-07,239.8,2
0417b067eeab773d2f7061a726dc477f,2018-03,322.27,4
0417b067eeab773d2f7061a726dc477f,2018-04,109.99,1
0417b067eeab773d2f7061a726dc477f,2018-05,406.96,4
0417b067eeab773d2f7061a726dc477f,2018-07,67.99,1
0417b067eeab773d2f7061a726dc477f,2018-08,951.97,3
042573af89b6d931f672efaf789d8358,2018-01,238.49,2
042573af89b6d931f672efaf789d8358,2018-02,174.99,1
04308b1ee57b6625f47df1d56f00eedf,2017-11,3999.7,3
04308b1ee57b6625f47df1d56f00eedf,2017-12,4305.6,4
04308b1ee57b6625f47df1d56f00eedf,2018-01,619.9,1
04308b1ee57b6625f47df1d56f00eedf,2018-02,6885.9,11
04308b1ee57b6625f47df1d56f00eedf,2018-03,14720.4,26
04308b1ee57b6625f47df1d56f00eedf,2018-04,4339.5,5
04308b1ee57b6625f47df1d56f00eedf,2018-06,499.9,1
04308b1ee57b6625f47df1d56f00eedf,2018-07,16259.3,27
04308b1ee57b6625f47df1d56f00eedf,2018-08,8500.4,16
0432ead42b6c8a0bdf68154add917fdf,2017-04,935.0,7
0432ead42b6c8a0bdf68154add917fdf,2017-05,1664.2,17
0432ead42b6c8a0bdf68154add917fdf,2017-06,729.2,7
0432ead42b6c8a0bdf68154add917fdf,2017-07,389.4,6
0432ead42b6c8a0bdf68154add917fdf,2017-08,489.4,6
0432ead42b6c8a0bdf68154add917fdf,2017-09,721.2,8
0432ead42b6c8a0bdf68154add917fdf,2017-10,635.2,8
0432ead42b6c8a0bdf68154add917fdf,2017-11,795.2,8
0432ead42b6c8a0bdf68154add917fdf,2017-12,710.2,9
0432ead42b6c8a0bdf68154add917fdf,2018-01,205.7,3
0432ead42b6c8a0bdf68154add917fdf,2018-02,159.8,2
0432ead42b6c8a0bdf68154add917fdf,2018-03,285.8,2
0432ead42b6c8a0bdf68154add917fdf,2018-05,35.9,1
0432ead42b6c8a0bdf68154add917fdf,2018-07,35.9,1
044668ccd5316b12a7cf0d54a156e3e9,2018-08,137.8,3
04843805947f0fc584fc1969b6e50fe7,2018-08,1400.0,1
048c2757535328e0d7dac690ad3c0aae,2017-03,914.9,5
048c2757535328e0d7dac690ad3c0aae,2017-04,515.5,3
048c2757535328e0d7dac690ad3c0aae,2017-05,199.7,1
048c2757535328e0d7dac690ad3c0aae,2017-07,515.5,3
048c2757535328e0d7dac690ad3c0aae,2017-08,199.7,1
048c2757535328e0d7dac690ad3c0aae,2017-09,307.8,2
048c2757535328e0d7dac690ad3c0aae,2017-10,798.8,4
048c2757535328e0d7dac690ad3c0aae,2017-11,557.3,3
048c2757535328e0d7dac690ad3c0aae,2017-12,357.6,2
048c2757535328e0d7dac690ad3c0aae,2018-01,98.7,1
048c2757535328e0d7dac690ad3c0aae,2018-02,515.5,3
048c2757535328e0d7dac690ad3c0aae,2018-03,796.5,5
048c2757535328e0d7dac690ad3c0aae,2018-04,772.1,5
048c2757535328e0d7dac690ad3c0aae,2018-05,922.3,4
048c2757535328e0d7dac690ad3c0aae,2018-06,721.09,4
048c2757535328e0d7dac690ad3c0aae,2018-07,630.39,3
048c2757535328e0d7dac690ad3c0aae,2018-08,441.4,2
04aa0a1c5ce6b222003403a3e11c3cc0,2017-03,338.0,1
04aa0a1c5ce6b222003403a3e11c3cc0,2017-04,189.0,1
04aa0a1c5ce6b222003403a3e11c3cc0,2017-05,1785.0,2
04aa0a1c5ce6b222003403a3e11c3cc0,2017-07,349.0,1
04aa0a1c5ce6b222003403a3e11c3cc0,2017-08,338.0,1
04aa0a1c5ce6b222003403a3e11c3cc0,2017-09,2410.0,4
04aa0a1c5ce6b222003403a3e11c3cc0,2018-01,109.0,1
04aba03279157f6d4e0fe8ccaf21963c,2017-05,286.0,2
04aba03279157f6d4e0fe8ccaf21963c,2017-08,114.0,1
04aba03279157f6d4e0fe8ccaf21963c,2017-10,216.0,2
04aba03279157f6d4e0fe8ccaf21963c,2017-11,298.0,1
04aba03279157f6d4e0fe8ccaf21963c,2017-12,540.0,3
04aba03279157f6d4e0fe8ccaf21963c,2018-01,118.0,1
04aba03279157f6d4e0fe8ccaf21963c,2018-02,130.0,1
04aba03279157f6d4e0fe8ccaf21963c,2018-03,296.0,2
04aba03279157f6d4e0fe8ccaf21963c,2018-04,198.0,1
04aba03279157f6d4e0fe8ccaf21963c,2018-06,159.9,1
04aba03279157f6d4e0fe8ccaf21963c,2018-08,220.0,1
04e38a233f726ef161074ab1c9b0399a,2017-09,280.6,4
04e38a233f726ef161074ab1c9b0399a,2017-10,19.9,1
04e38a233f726ef161074ab1c9b0399a,2017-11,526.7,10
04e38a233f726ef161074ab1c9b0399a,2018-01,79.7,2
04e38a233f726ef161074ab1c9b0399a,2018-03,167.7,2
04e38a233f726ef161074ab1c9b0399a,2018-04,239.7,3
04e38a233f726ef161074ab1c9b0399a,2018-05,37.9,1
04ee0ec01589969663ba5967c0e0bdc0,2018-08,289.49,1
04fdea0c111866e6cf812f1570d6b5bd,2017-10,95.0,1
04fdea0c111866e6cf812f1570d6b5bd,2017-11,95.0,1
04fdea0c111866e6cf812f1570d6b5bd,2017-12,295.0,2
04fdea0c111866e6cf812f1570d6b5bd,2018-01,570.0,6
0509040ea3fe50071181bbc359eb7738,2017-05,161.89,5
0509040ea3fe50071181bbc359eb7738,2017-06,245.69,3
0509040ea3fe50071181bbc359eb7738,2017-07,28.99,1
0509040ea3fe50071181bbc359eb7738,2017-08,218.9,6
0509040ea3fe50071181bbc359eb7738,2017-09,260.38,5
0509040ea3fe50071181bbc359eb7738,2017-10,34.9,1
0509040ea3fe50071181bbc359eb7738,2017-11,601.05,17
0509040ea3fe50071181bbc359eb7738,2017-12,706.05,18
0509040ea3fe50071181bbc359eb7738,2018-01,307.6,10
0509040ea3fe50071181bbc359eb7738,2018-02,372.2,8
0509040ea3fe50071181bbc359eb7738,2018-03,184.3,6
0509040ea3fe50071181bbc359eb7738,2018-04,227.5,4
0509040ea3fe50071181bbc359eb7738,2018-05,143.9,1
0509040ea3fe50071181bbc359eb7738,2018-06,34.9,1
0509040ea3fe50071181bbc359eb7738,2018-07,154.8,2
0509040ea3fe50071181bbc359eb7738,2018-08,54.9,1
052577151711aec5c744fe12e66db3e1,2017-10,687.0,1
052577151711aec5c744fe12e66db3e1,2017-11,687.0,1
052577151711aec5c744fe12e66db3e1,2017-12,1374.0,2
054694fa03fe82cec4b7551487331d74,2017-01,2435.0,6
054694fa03fe82cec4b7551487331d74,2017-02,259.0,1
054694fa03fe82cec4b7551487331d74,2017-03,1076.0,2
054694fa03fe82cec4b7551487331d74,2017-04,447.0,1
054694fa03fe82cec4b7551487331d74,2017-05,2523.0,3
054694fa03fe82cec4b7551487331d74,2017-06,447.0,1
054694fa03fe82cec4b7551487331d74,2017-09,694.0,2
054694fa03fe82cec4b7551487331d74,2017-10,497.0,1
054694fa03fe82cec4b7551487331d74,2018-01,1008.1,3
054694fa03fe82cec4b7551487331d74,2018-04,597.0,1
056b4ada5bbc2c50cc7842547dda6b51,2017-12,995.98,4
056b4ada5bbc2c50cc7842547dda6b51,2018-01,274.98,2
056b4ada5bbc2c50cc7842547dda6b51,2018-02,1459.97,3
056b4ada5bbc2c50cc7842547dda6b51,2018-03,450.99,3
056b4ada5bbc2c50cc7842547dda6b51,2018-04,661.97,4
056b4ada5bbc2c50cc7842547dda6b51,2018-05,1255.92,7
056b4ada5bbc2c50cc7842547dda6b51,2018-06,3215.8,20
056b4ada5bbc2c50cc7842547dda6b51,2018-07,1792.88,12
056b4ada5bbc2c50cc7842547dda6b51,2018-08,2224.9,10
0570350b23eda5444f8d1d9544932058,2018-04,238.6,3
0570350b23eda5444f8d1d9544932058,2018-05,388.3,3
05730013efda596306417c3b09302475,2018-07,238.0,1
05730013efda596306417c3b09302475,2018-08,714.0,3
058cb5aeb36d7c0fcae20fc85d5e0a59,2017-09,184.0,2
058cb5aeb36d7c0fcae20fc85d5e0a59,2017-10,92.0,1
058cb5aeb36d7c0fcae20fc85d5e0a59,2018-01,92.0,1
058cb5aeb36d7c0fcae20fc85d5e0a59,2018-04,92.0,1
058cb5aeb36d7c0fcae20fc85d5e0a59,2018-05,479.0,4
058cb5aeb36d7c0fcae20fc85d5e0a59,2018-07,148.5,1
058cb5aeb36d7c0fcae20fc85d5e0a59,2018-08,240.5,2
058fd0aa2bfdb2274e05e1ae971dabb6,2017-08,142.5,1
058fd0aa2bfdb2274e05e1ae971dabb6,2017-09,287.5,2
058fd0aa2bfdb2274e05e1ae971dabb6,2017-10,567.5,4
058fd0aa2bfdb2274e05e1ae971dabb6,2017-11,1296.0,10
058fd0aa2bfdb2274e05e1ae971dabb6,2017-12,2246.0,19
058fd0aa2bfdb2274e05e1ae971dabb6,2018-01,499.0,4
058fd0aa2bfdb2274e05e1ae971dabb6,2018-02,120.0,1
058fd0aa2bfdb2274e05e1ae971dabb6,2018-03,768.5,6
058fd0aa2bfdb2274e05e1ae971dabb6,2018-04,816.6,6
058fd0aa2bfdb2274e05e1ae971dabb6,2018-05,616.3,5
058fd0aa2bfdb2274e05e1ae971dabb6,2018-06,308.0,3
05a48cc8859962767935ab9087417fbb,2018-08,42.9,1
05a940b4ecae36cadfd8e93bd9c43257,2017-07,39.9,1
05a940b4ecae36cadfd8e93bd9c43257,2017-08,218.8,2
05a940b4ecae36cadfd8e93bd9c43257,2017-09,74.7,3
05a940b4ecae36cadfd8e93bd9c43257,2017-12,65.9,1
05a940b4ecae36cadfd8e93bd9c43257,2018-01,508.8,2
05a940b4ecae36cadfd8e93bd9c43257,2018-02,43.9,1
05aebce0b5c8f0d41b29b686f2d05fd3,2018-03,34.99,1
05aebce0b5c8f0d41b29b686f2d05fd3,2018-08,40.0,1
05ca864204d09595ae591b93ea9cf93d,2018-08,179.9,1
05d2173d43ea568aa0540eba70d2ca76,2017-09,78.0,1
05d2173d43ea568aa0540eba70d2ca76,2017-11,310.5,4
05d2173d43ea568aa0540eba70d2ca76,2017-12,677.18,7
05d2173d43ea568aa0540eba70d2ca76,2018-01,1505.11,10
05d2173d43ea568aa0540eba70d2ca76,2018-02,1365.16,19
05d2173d43ea568aa0540eba70d2ca76,2018-03,76.96,3
05d2173d43ea568aa0540eba70d2ca76,2018-04,267.42,2
05d2173d43ea568aa0540eba70d2ca76,2018-05,301.31,6
05d2173d43ea568aa0540eba70d2ca76,2018-06,398.19,4
05d2173d43ea568aa0540eba70d2ca76,2018-07,503.8,2
05d2173d43ea568aa0540eba70d2ca76,2018-08,276.03,4
05e107217c7266362fd44b75b2cd4cc4,2018-06,25.98,1
05e107217c7266362fd44b75b2cd4cc4,2018-08,167.4,4
05f51e13da97139648b8125c31e5f51b,2017-07,1133.61,8
05f51e13da97139648b8125c31e5f51b,2017-08,4343.59,14
